article_id,newspaper_name,publishing_date,page_number,article_title,transcription_gt,ocr_raw
5127,Bintang Timur,1963-01-15,2,Hari Ini Angin Bertiup Kentjang ,HARINI ANGIN,HARINI ANGIN
5131,Bintang Timur,1963-01-15,2,Hari Ini Angin Bertiup Kentjang ,BERTIUP KENTJANG,BERTIUP KENTJANG
5135,Bintang Timur,1963-01-15,2,Hari Ini Angin Bertiup Kentjang ,"Djakarta, 15-1 (Ant)
Ramalan untuk hari Selasa 15 Djanuari (berlaku dari djam 06.00 selama 24 djam), menurut djawaban meteorologi dan geofisika, ialah bahwa langit pada umumnja ditutup2 oleh awan dan kadang2 djatuh hudjan pada pagi hari sampai kira2 djam 11.00. Sesudah itu tjuatja akan baik dan kemudian pada malam hari sesudah kira2 djam 21.00 langit mulai ditutup awan lagi. Kira2 mulai djam 01.00 pagi akan djatuh hudjan enteng.","Djakarta, 15-1 (Ant.
Ramalan untuk hari Selasa
15 Djanuari (berlaku dari djam
06.00 selama 24 djam), menurut
djawaban meteorologi dan geofi-
sika, ialah bahwa langit pada
umummja ditutup7oleh awan dan
kadang2 djatuh hudjan pada pa-
gi hari sampai kira2 djam 11.00.
Sesudah itu tjuatja akan baik
dan kemudian pada malam hari
sesudah kira? djam 21.00 langit
mulai ditutup awan lagi. Kira2
mulai djam 01.00 pagi akan dia
tuh hudjan enteng.
"
5139,Bintang Timur,1963-01-15,2,Hari Ini Angin Bertiup Kentjang ,"
Angin bertiup dari arah barat dengan ketjepatan 8 sampai 20 Km/djam. Suhu udara maksimum 30° C dan minimum 22° C.","
Angin bertiup dari arah barat
dengan ketjepatan “8 sampai 20
Kmjdjam. Suhu udara maksi-
mum 30% Cdan minimum 22° c."
5143,Bintang Timur,1963-01-15,2,Tidak Pilih2 Bulu,"Djakarta, 15-1 (BT)
Dalam musim hudjan sekarang ini, dimana hampir sebagian besar dari djalan di Ibukota tergenang air, baik dangkal maupun dalam, oleh pihak polisi telah dikeluarkan peringatan kepada orang tua agar mengawasi anak-anaknja untuk melindungi kedjadian2 jang tidak diharapkan.","Wjokrata, Tol (DI)
© Dalam musim hudjan seka-
rang ini, dimana hampir sebagian
besar dari djalan di Ibukota terge
nang nir, baik dangkal maupun
dalam, oleh pihak polisi telah
dikeluarkan peringalan kepada
orang tua agar mengawasi, anak-
anaknja untuk melindungi kedja
dian2 jang tidak diharapkan."
5147,Bintang Timur,1963-01-15,2,Tidak Pilih2 Bulu,"
Karena hudjan jang turun dengan lebatnja beberapa hari ini, telah mengakibatkan banjaknja kanal buatan didjalan raya, dan empang2 dan saluran2 air jang selama ini dangkal mendjadi dalam dan meluap. Kesukaan bermain alr supaja dapat ditjegah, sehingga anak2 terhindar dari kedjadian2 tenggelam, kelelep dsbnja.","Karena hudjan jang tarun de
ngan lebatnja beberapa hari ini,
telah mengakibatkan, banjaknja
kanal buatan didjalan raya, dan
empang2 dan. saluran2 air jang
selama ini dangkal mendjadi da
lam dan meluap: Kesukaan ber
main ab supaja dapat ditjegah.
schingga anok2sterhindar dari
kedjadian? tenggelam, kelelep
dsbaja."
5151,Bintang Timur,1963-01-15,2,"SENIMAN2 DJEPANG
BESOK TIBA","SENIMAN2 DJEPANG
BESOK TIBA","SENIMAN2 DJEPANG
BESOK TIBA"
5155,Bintang Timur,1963-01-15,2,"SENIMAN2 DJEPANG
BESOK TIBA","Djakarta, !5-! (BT)
Lima orang pimpinan Misi Kesenian Djepang jang terdiri dari ansambel2 njanji, tari dan drama Shin-Seisaku-Za"" dan Zenshin-Za"" dipimpin oleh penulis drama dan aktris pentas terkenal Djepang Miho Mayama, ditunggu kedatangannja dgn JAL diairport Kemajoran pada tgl. 16 Djanuari besok djam 8. Tigapuluh orang lainnja diharapkan akan tiba pada 18 Djanuari dengan kapal laut Nishomaru"". Demikian diberitakan oleh Komite Pertundjukan Kesenian Rakjat Djepang. ","Djakarta, !5-! (BT)
Lima orang pimpinan Misi
Kesenian Djepang jang terdiri
dari ensambel2 njaaji, tari dan
drama ,Shin-Seisaku-Za"" dan
Zenstin-Za” dipimpin oleh pe-
nulis drama dan aktris pentas
terkenal Diepang Miho Maya-
ma, ditunggu kedatangannja dgn
JAL diairport Kemajoran pada
tgl. 16 Djartuari besok djam 8.
Tigapuluh orang lainnja diharap
kan akan tiba pada 18 Djanuari
dengan kapal-laut ,.Nishomaru”.
Demikian diberitakan oleh Ko-
mite Pertundjukan — Kesenian
Rakiat Dienane. ."
5159,Bintang Timur,1963-01-15,2,"SENIMAN2 DJEPANG
BESOK TIBA","Di Djakarta, rombongan kesenian Djepang ini pertama2 akan mengadakan pertundjukan di Istana Negara sebagai persembahan kepada PJM Presiden Soekarno. Selandjutnja berturut2 tanggal 25 dan 26 Djanuari akan main di Ballroom Hotel Indonesia, kemudian dari tanggal 27 Djanuari sd 2 Februari muntjul di Gelora Bung Karno"", dimulai djam 8 malam. Sedang pada 28, 30 Djanuari dan 1 Februari dimulai djam 5 sore diadakan pertundjukan kusus untuk anak2, peladjar dan pemuda, djuga di Gelora Bung Karno.","Di Djakarta, rombongan kese-
nian Djepang ini per-tama2 akan
mengadakan pertundjukan di
Istana Negara sebagai persembah
an kepada PJM Presiden Soc-
karno. Selandjutnja ber-turut2
tanggal 25 dan 26 Djanuari akan
main di Bali-room’ Hotel Indo-
nesia, kemudian dari tanggal 27
Djanuari sjd 2 Februari munjjul
di Gelora ,,Bung Karro”, dimu-
jai djam 8 malam. Sedang pada
28, 30 Djanuari dan | Februari
dimulai djam 5 sore diadakan
pertundjukan kusus untuk anak2,
peladjar dan pemuda, djuga di
Gelora Bung Karno."
5163,Bintang Timur,1963-01-15,2,"SENIMAN2 DJEPANG
BESOK TIBA","Sementara itu sesudah mengadakan pertundjukan di Istana Bogor pada tanggal 3 Djanuari, rombongan kesenian Rakjat Djepang ini akan mengadakan tour"" ke-daerah2 jang dimulai pada anggal 4 Djanuari.","Someatara itu sesudah menga
dakan pertundjukan di Istana
Bogor pada tanggal 3 Djaouari,
rombongan kesenian Rakjat Die
paag ini akaa mengadakan „tour”
ke-daerah? jang dimulai pada
tanggal 4 Djanuari. "
5171,Bintang Timur,1963-01-15,2,BONGKAR GENTENG BETOT ISI,"Djakarta, 15-1 (BT)
Toko Chin Hui didjalan Blora baru2 ini telah dibongkar oleh pentjuri jang dengan djalan memandjat genteng, berhasil mengangkut sedjumlah barang2 berharga jang ada didalam toko meliputi harga Rp. 1.578.305.-.","Djakarta, 15-1 (BT)
Toko Chin Hui didjalan Blora
baru2 ini telah dibongkar oleh
pentjuri jang dengan djalao me-
mandjat genteng, berhasil meng
angkut sedjumlah barang2 ber-
harga jang ada didalam toko me
liputi harga Rp. 1.578.305,—."
5175,Bintang Timur,1963-01-15,2,BONGKAR GENTENG BETOT ISI,"
Dalam hubungan pentjurian di toko tsb. pihak polisi tidak begitu repot untuk mengusutnja, karena dalam penjelidikan jang tjepat, telah dapat ditebak bahwa pentjurian itu dilakukan oleh pendjaga malamnja sendiri jang kini telah ditahan untuk pemeriksaan.","Dalam hubungan pentjurian di-
toko tsb. pihak polisi tidak begi-
tu repot untuk mengusutnja, kare
na dalam penjelidikan jang tje-
pat, telah dapat ditebak bahwa
pentjurian ‚stu dilakukan oleh
pendjaga malamnja sendiri jang
kini telah ditahan untuk peme-
riksaan."
5179,Bintang Timur,1963-01-15,2,Tumpukan Harta di Karet,Tumpukan harta,Tumpukan harta
5183,Bintang Timur,1963-01-15,2,Tumpukan Harta di Karet,di Karet,di Karet
5187,Bintang Timur,1963-01-15,2,Tumpukan Harta di Karet,"Pada hari2 belakangan ini, menurut Purel Polisi, bahwa di daerah Seksi V sering dilakukan razzia2 jaitu ditempat2 tertentu, misalnja daerah Karet jang dikenal sebagai tempat persembunjian pentjuri. Dalam suatu razzia baru2 ini pihak jang berwadjib berhasil mensita sedjumlah barang2 tjurian terdiri dari mesin djahit, lampu petromak, mesin tulis, radio transistor, dan sedjumlah minuman2 keras. Sewaktu diadakan penggerebekan disebuah rumah, tiga orang pendjahatnja berhasil melarikan diri. Polisi menjerukan kepada mereka jang pernah kehilangan barang2 seperti tsb diatas dipersilakan datang keseksi V untuk melihatnja.","Djakarta, 15-1 (B1).
Pada hari? berakangan ini,
menurut Purel Polisi, bahwa di
daerah Seksi V sering dilakukan
razzia2 jaitu ditempat2 tertentu,
misalnja daerah Karet jang di-
kenal sebagai tempat persembu-
njian pentjuri. Dalam suatu Mz-
zia baru2 ini pilak jang berwa-
djib berhasi! mensita sedjumiah
barang2 tjurian terdiri dari me-
sin djahit, lampu petcomak, „me-
sin tulis, radio transistor, dan se
djumlah minuman2 keras. Sewak
tu diadakan penggerebekan dise
buah rumah, tiga orang pendja-
hatnja berhasil melarikan diri.
Polisi menjerukan kepada mereka
jang pernah kehilangan barang2
seperti tsb diatas dipersilakan
datang keseksi V untuk melihat
nja."
5191,Bintang Timur,1963-01-15,2,SUARA BARU DITELAN OMBAK,"SUARA BARU”
DITELAN OMBAK","SUARA BARU”
DITELAN OMBAK"
5195,Bintang Timur,1963-01-15,2,SUARA BARU DITELAN OMBAK,"Djakarta, 15-1 (BT)
Sebuah perahu lajar ""Suara Baru"" jang datang dari pulau Belitung telah tenggelam ditelan gelombang besar sewaktu hendak mendekati pantai Djakarta beberapa malam jl. Perahu lajar jg berukuran 85 ton itu tenggelam didekat pulau Edam sewaktu dengan tiba2 diserang oleh angin badai dan gelombang besar. Sebelas orang penumpang dan 6 orang anak buahnja dapat diselamatkan. Demikian Purel Polisi Kom. Djakarta Raya mengabarkan kemarin.","Djakarta. 15-! (BI)

Sebuah perahu lajar “Suara
Baru” jang datang dari pulau
Belitung telah tenggelam ditelan
gclombang besar sewaktu hendok
mendekati pantai Djakarta bebe
tapa malam jl. Perghu lajar ig
berakuran 85 ton itu tenggelam
didekat pulau Edam sewaktu de
ngan tiba2 diserang oleh angin
badai dan gelombang besar. Se
belas orang penumpang dan 6
orang anak buahnja dapat dise
lamatkan. Demikian Purel Poli
si Kom. Djakarta Raya mengabar
kan kemarin."
5199,Bintang Timur,1963-01-15,2,RENTJANA KERDJA AURI 1963 DIBAHAS,RENTJANA KERDJA AURI 1963 DIBAHAS,"RENTJANA KERDJA AURI
1963 DIBAHAS."
5203,Bintang Timur,1963-01-15,2,RENTJANA KERDJA AURI 1963 DIBAHAS,Rentjana kerdja dan kebidjaksanaan AURI dalam menghadapi tahun 1963 ini telah dibahas oleh perwira2 staf AU dalam suatu rapat jang dipimpin langsung oleh Menteri/Pangau Laksamana Muda Udara Omar Dani.,"Rentjana kerdja dan kebidjak-
sanaan AURI dalam menghadapi
tahun 1963 ini telah dibahas oleh
perwira? staf AU dalam - suatu
rapat jang dipimpin langsung oleh
Menteri/Pangau Laksamana Mu-
da Udara Omar Dani."
5207,Bintang Timur,1963-01-15,2,RENTJANA KERDJA AURI 1963 DIBAHAS,"Rapat perwira staf Angkatan Udara Ri untuk membahas kebidjaksanaan AURI dalam menghadapi tahun 1963 ini, berlangsung selama dua hari berturut2 di Departemen AU.","Rapat perwira staf Angkatan
Udara RI untuk membahas ke-
bidjaksanaan AURI dalam meng
hadapi tahun 1963 ini, berlang-
sung selama dua hari berturut? di
Departemen AU."
5211,Bintang Timur,1963-01-15,2,RENTJANA KERDJA AURI 1963 DIBAHAS,"Major Daddy Suwastodjo kepala Pusat Penerangan AU, pada hari Senin tidak bersedia menerangkan apa jang telah dibahas oleh perwira tinggi Angkatan Udara itu","

» Major Daddy Suwastodjo kepa-
la Pusat Penerangan AU, “pada
hari Senin tidak bersedia mene-
rangkan apa? jang telah dibahas
oleh perwira? tinggi Angkatan
Uien ou ,"
5215,Bintang Timur,1963-01-15,2,AKAN DIBENTUK TEAM PENGAWAS PADI ,Dalam tahun ini direntjanakan akan dibentuk team2 pemeriksaan jang bertugas mengawasi pelaksanaan pengumpulan padi gotong-rojong jang diselenggarakan oleh pemerintah. (Antara),"Dalam takun imi direefjanakan
akan dibentuk :team? pemeriksa-
as jang bertugas mengawasi pe-
laksanaan pengumputan padi go-
tong-rojong jang diselenggarakan
oleh pemerintah. (Antara).-"
5223,Bintang Timur,1963-01-15,2,AKAN DIBENTUK TEAM PENGAWAS PADI ,"Kepala Eksekutip Dewan Pariwisata Indonesia, Sri Budojo, menjatakan kepada pers bahwa suksesnja Konperensi PATA (Pacific Area Tra","Kepala Eksekutip Dewan Pariwisa
ta Indonesia, Sri Budojo, menjata-
kan kepada pers bahwa sakseanja
Kenperenal PATA (Pacific Area Tra"
5227,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi -- Dalam memberikan fasilitas2 thd para peserta --- Presiden akan beri amanatnja 18 Maret jad,"KONPERENSI PATA KE-12 DI INDONESIA
","KONPERENSI PATA KE-12 DI INDONESIA
"
5231,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,Tidak ada diskriminasi,Tidak ada diskriminasi
5235,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"- Dalam memberikan fasilitas2 thd para peserta 
- Presiden akan beri amanatnja 18 Maret jad","— Dalam memberikan fasilita2 thd para peserta
— Presiden akan beri amanatnja 18 Maret jad"
5239,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"Djakarta, 15-1 (BT)
Kepala Eksekutip Dewan Pariwisata Indonesia, Sri Budojo, menjatakan kepada pers bahwa suksesnja Konperensi PATA (Pacific Area Tra

tahun ini, tergantung daripada banjaknja peserta jang datang dan bukan karena lantjarnja konperensi tsb, berdjalan, Oleh karenanja didalam memberikan fasilitas2 kepada para peserta kenperensi PATA tidak ada diskriminasi","Djakarta, 15-1 (BT).

Kepala Eksekutip Dewan Pariwisa
ta Indonesia, Sri Budojo, menjata-
kan kepada pers bahwa sakseanja
Kenperenal PATA (Pacific Area Tra

tahun ini, tergantung daripada ba-
njaknja peserta jang datang dan bu
kan karena Isntjarnja komperensi
lab, berdijalan, Oleh karenants dida
lam memberikan fastiline’ bepada
para peserta kemperonsi PATA tidak
ada diskriminasi"
5243,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"
Keterangan Ini diberikan dalam suatu pertemuan pers bertempat di Kantor Dewan Pariwisata Indonesia (DEPARI), mendjelang berlangsungnja konperensi PATA ke-12 di Indonesia","Keterangan Ing diberikan dalam atu per
temuan pers bertempat di Kantor Dewan Pa-
Tivdsata Indonesi (DEPARI), — mendjetang
berlangsungnja kompereng PATA ke-12 di
Indonesa. 7"
5247,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"
Dikatakan pula oleh Sri Budojo bahwa hasil konkrit jang diharapkan daripada konperensi PATA jad ialah bahwa para peserta jang datang dalam djumlah besar terdiri dari agen2 pelantjongan asing, wakil darl perusahaan kapal terbang asing, travel-writers dsbnja, jg selama ini, bersikap dingin terhadap Indonesla dapat menjadikan dengan mata kepala sendiri keadaan maupun fasilitas2 Jang kita berikan dalam kepariwisataan di Indonesia. Dan dengan pelantaraan agen2 pelantjongan dsbnja itu seseorang wisatawan asing tahu betul tentang apa Jang akan disadjikan padanja di Indonesia nanti. ","
Dikatakan pula oleh Sri Budoio. bahwa
hasil konkrit jang Cibarapkan daripada kon
perensi PATA jad. falah bahwa para peser-
ta jang datang dalam djumtah besar terdiry
Gari agen2 pelantjongan asing, wakil2 dari
perusahaan kapal terbang asjng, travel-
writera, dsbnja, jg belama gni bersikap di.
nafn” Yerhadap Indonesia dapat menjalar.
kan jan mata “kepala sendiri “keadaan
maupun fasilita2 Jing kita berikan dalam
keparbelsataa di Indonesia. Dan dengan per
| antakaan agn2 pelantjongan debaja stu. se
Seorang wisatawan sing taho betul tentang
apa lang akan disadjikan padanja af Indo-
‘mesi nant!,"
5251,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"Konperensi PATA ke-12 akan dilangsungkan di lndonesia mulali tanggal 17 s/d 22 Maret 1963. Sebelumnja akan diadakan lebih dulu suatu Publisity Workshop berupa Seminar untuk memperbintjangkan tjara bagaimana mempubliser dan mempromote pelantjongan ke Indonesia, untuk pasaran luar negeri. Sampai sekarang pasaran kita jang paling utama adalah Amerika Serikat (60%) dan kedua Australia (20%),","Konperansi PATA ke-12 akan dilangsung-
kan dj Indoneda mulal tanggal 17 s/d 22
Maret 1963. Sebelamnia akan diadakan je:
bih dulu suatv Pubiksity Workshop berupa
Sembuar untuk memperbintjangkan tjara2 ba
galmsna mempubliser dan mempromote pe.
lantjongar2 ke Indohesia, untuk pasaran Juar
negeri. Sampai sekarang pasaran kita jang
paling utama adalah Amerika Serikat (60%)
dan kedua Apstralh (20%),"
5255,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"Publicity-workshop ini diadakan di Bandung selama 2 hari 14 dan 15 Maret 63. Seminar sematjam ini telah diadakan untuk pertama kalinja di Honolulu, kedua di Hongkong dan jang akan diadakan di Indonesia adalah ketiga kalinja","Publicity-workshap Ini diadakan di Ban-
dung stlama 2 hag 14 dan 15 Maret ‘v3.
Cung selama 2 har, 14 dan 15 Maret ‘63.
Seminar sematjam Ini “telah diadakan untuk
pertama kajinja di Monolulu, kedua di Hong
kong dan jang akan diadakan di Indonesia
adalah ketiga kalinja"
5259,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"Seminar Publicity Workshop akan dihadiri oleh mereka jang mempunjal atau kepentangan2 dalam bidang pelantjongan (travel) terutama Jang bekerdja dibidang pers, disamping perusahaan penerbangan dll","
Seminar Publicity Workshop akan dihadiri
aleh mereka jang mempunjal atau kepenting-
an2 dalam bidang pelantjongan (travel) ter
utama Jang bekerdia dibidang pers, disam-
ping perusahaan? penerbangan dil."
5263,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"
PATA News-Centre
Sementara itu pada waktu berlangsungnja konperensi PATA ke 12 jad. djuga akan di bentuk suatu PATA News Centre jang didjalankan chusus oleh pers Indonesia. Centre ini akan menerbitkan buletin chusus mengenal berita2 konperensi PATA","PATA Ncws-Centre

Sementara Itu pafia waktu berlangsungnja

konperens! PATA ke.12 Jad. djuga akan di-

bentuk Buatu PATA News Centre. jang didja

Lankan chusus oleh pers Indonesia Mews

Centre inl akan meserbitkan bulletin chusus
mengenal berita2 kemperensi PATA,"
5267,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"Dalam pembentukan PATA News Centre, akan diikutsertakan wartawan terutama dari ibukota","Dalam pembentukan PATA News Centre
akan diikut sertakan wartawan? terutama da
Ti tbekota."
5271,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"Sementara itu atjara jang paling menarik wisatawan luar negeri jang selama ini lebih suka pergi ke Eropah untuk mengalihkan perhatian kedaerah Pasifik, terutama dari","Sementara Itu atjara jang paling menarik
wisatawan2 luar negeri jang selama gal le-
bih Buka pergi ke Eropah. untuk mengalihtan
perhatian kedaerah (Pasifik, terutama dari"
5275,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"AS. Konperensi PATA Ke-12 jad akan diisi dengan beberapa atjara2 penting dan menarik. Presiden Sukarno sendiri akan memberi amanatnja pada tanggal 18 maret 63. Pada hari jang bersamaan pula, Presiden akan mengadakan suatu buffet-dinner di Istana ","AS. Konperenil PATA ke-12 jad.' akan diisi
Cengan beberapa aYara2 penting dan menarik

Presiden Sukarno sendiri akan memberi
amanateja pada tanggal 19 Maret “63. Pa-
Ga bari lang bermamaan pala, Presiden akan
Menjadakan Sealy beffet-dinner di istana
"
5279,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"Merdeka untuk para peserta konperensi. Untuk memperlihatkan tjara2 service bagi penumpang2nja, oleh perusahaan pengangkutan GIA, PELNI, DAMRI, DKA dan Djakarta Lloyd, bersama2 akan diberikan dinner-party,","Merdeka untuk para peserta konperenst.

Untuk memperlihatkan tiara? service ba-
Y penumpanganya, oleh perusahaan pengang-
kutan GIA, PELNI, DAMRI, UKA dan Dja-
kafta Uoyd ber.sama? — akan diberikan
denmer- party,"
5283,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,Sementara itu atjara jang paling menarik disajikan nanti jakni Festival makanan dan buah2an Indonesia di Wisma Nusantara,"Semenear attu atjara jang paling menarik
Sksan ikan ponte joke Festival makaran Cam
bum2an Indonesia, di Wisma Nutartara"
5287,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"
Mengingat bahwa para wisatawan umumnja terdiri darį 50% wanita jang gemar akan batu2an, maka akan diadakan pula suatu pameran batu2an jang terdapat diseluruh Indonesia Seperti Intan berlian dari Martapura, Pontianak dan lain2.","
Mengingat bahwa para wisatawan umum-
NIA tercarh sar, Se want jang GEMA
oan batuZan maka akan diasatan puls su
Atu pameran batuZan jang terdapat diselu-
ruh Indonesta. Seperti Intan berlian dari
Martapura, Pontganak dan lain2"
5291,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"

Para peserta konperensi achirnja dapat djuga menjaksikan sendiri daerah2 pariwisata Indonesia setjara gratis. Bali maupun Jogja (Prambanan. Borobudur dan lain2),","Pare peserta konoerenal achienja dapat
Syp menjakaikan Sender) daerah? pariwi-
Kala Indonesia setjara gratis. Baht maupun
Jogja (Prambanan. Borobudur dam ain2).
"
5295,Bintang Timur,1963-01-15,2,Konperensi PATA ke-12 di Indonesia Tidak ada diskriminasi ,"
Dapat ditjatat disini bahwa luran untuk tiap peserta jakni 15 dollar US untuk Seminar Publicity Workshop di Bandung dan 40 dollar US untuk Konperensi PATA di Djakarta ","Dapat ditjatat dani bahwa lure untuk
Uap peserta jarni 19 doljar US untuk Se-
miaar Publicity Workshop di Bandung dan
40 dollar US untuk Kanperensi PATA di
Djakarta —"
5299,Bintang Timur,1963-01-15,2,Larangan bagi UPI ditajbut,"Djakarta 14-1 (Ant.)
Penguasa Perang Tertinggi dalam keputusannja no. 14 Peperti tahun 1962, telah menetapkan untuk mentjabut untuk sementara hingga waktu jang akan ditentukan kemudian Keputusan Penguasa Perang Tertinggi No. 18 Peperti tahun 1962 mengenai menutup/melarang terhadap Kantor Berita United Press InternaLional (UPI) Djalan Pos Utara No. 53 Djakarta. Keputusan itu mulai berlaku pada tgl. 31 Desember 1962.
","Djakarta, 14-1 (Ant.).-
Penguasa Perang Tertinggi “da
lam keputusannja no. 14!Peperti
tahun 1962, telah menetapkan un
tuk mentjabut untuk sementara
hingga waktu jang akan dilentu-
kan kemudian Keputusan Pengu
asa Perang Tertinggi No. 18/Pe
perti tahun 1962 mengenai me-
nutepmelarang terhadap Kan-
tor Berita United Press Interna-
tional (UPT) Djalan Pos Utara
No. 53 Djakarta. Keputusan itu
mulai berlaku pada tgl. 31 De-
sember 1962."
5303,Bintang Timur,1963-01-15,2,Larangan bagi UPI ditajbut,Keputusan itu dikeluarkan atas pertimbangan bahwa dengan tingkat dan kebidjaksanaan perdjoangan Irian Barat dewasa ini dirasa tidak perlu lagi mengadakan tindakan penutupan larangan terhadap Kantor Berita United Press International (UPI),"
Keputusan itu dikeluarkan atas
pertimbangan bahwg dengan
tingkat dan kebidjaksanaan per-
djoangan Irian Barat dewasa ini,
dirasa tidak perlu lagi menga-
dakan tindakan penutupan'lara-
ngan terhadap Kantor Berita
United Press Internationa! (UPI)"
5307,Bintang Timur,1963-01-15,2,Siapa? Mengapa?,"""Wampa/Kasab Djenderal A. H. Nasution beserta rombongan hari Senin ini, berangkat kedaerah Djawa-Tengah dan daerah istimewa Jogjakarta, guna melakukan inspeksi terhadap operasi kerja Angkatan Bersendjata, melantik dan meresmikan berdirinja Panitia Retooling. Aparatur Negara dikedua daerah tsb serta melakukan inspeksi umum mengenai berbagai masalah dalam rangka follow-up keamanan,",""" Wampa/Kasab Djenderal A. HK. Nasution
beserta rambongan hari Senin ini. berangkat
kedaerah Djawa-Tengah dan daerah pstimewa
Jogjakarta, al vpe melakukan insperl ter
tatap optrai karja Angkatan Bersendjata,
melantik Gan mereumikan berdirinja Panitia
Retoolng. Aparatur Negara —dikedua daerah
tsb. serta melakukan inspeksi umum mang:
tnal berbagai masalah dalam rangka follow-
up keamanan,"
5311,Bintang Timur,1963-01-15,2,Siapa? Mengapa?,"Dengan menumpang pesawat terbang Commet-4 Qantas, pada tanggal 14 Djanuari pagi ini telah berangkat menudju Sydney-Australia, I. Timireja, Pemilik Lalu-Lintas Udara pada Djawatan Penerbangan Sipil guna mengikuti latihan2 mengenai susunan dan organisasi Acroriautical Impormations Service pada Penerbangan Sipil disana selama 7 bulan,","
"" Dengan menumpang pesawat terbang Com
met.4 Qamtas, pata tangga} 14 Ojanuari pa
ga Ini telah berangkat menudju Sydney -
Australia, J. Timirela, Penilik Laju-limtas
Udara pada Ojuwatan Penerbangan Sipil
guoa metikut) latihan? mengenai Susunan
dan orgaassasi = Arrorauticat Iropormat ' ons
Service pada Penerbangan Sipil disana sefa
ma 7 bulan,
"
5315,Bintang Timur,1963-01-15,2,Siapa? Mengapa?,"
Pengiriman pedjabat Djawatan Penerbangan sipil tersebut adalah dalam rangka bantuan Colombo dari Australia kepada Indonesia.","Pengiryman pedjabat Djawatan Penerbang
an Sipil tersebut adalah dalam rangka ban
tuan Colombo dari Australis kepada Indone.
sa"
5319,Bintang Timur,1963-01-15,2,Tambahan uang para djemaah hadji 1962 jang tertunda keberangkatannja,"Berhubung dengan kawat Departemen Agama tgl. 29 Desember No. 323/G/11/14257 tentang tambahan setoran ongkos hadji tahun 1963 bagi para djemaah hadji 1962 jang terkena Trikora, maka untuk tidak menimbulkan salah pengertian dikalangan jang bersangkutan, dalam hal Ini Kepala Bagian Urusan Hadji Departemen Agama mendjelaskan, bahwa sesuai dengan surat edaran tgl 29 Nopember 1962 No. 1999/G/11/13151 punt 1 huruf, bagi para djemaah hadji tahun 1962 jang ditangguhkan pemberangkatannja karena Trikora dan ongkos naik hadjinja","Berbabung dengan kawat Depar-
temea Agama (gl. 29 Desember Ne.
323/G/11/14251 - tentang tambahan
setoran ongkos hadji tahan 1963 tagi
para djermaah hadji 1962 jang terke
na Trikora, maka watak tidak me-
nimbulkan salah pengertian dikala-
ngan jang bersangkutan, dalam hal
tni Kepala Bagian Urusan Hadji De
partemen Agama mondjeisskan, bah
wa sesuni dengan surat edaran tel
29 Nopember 1962 No 1099/G/II/
13151 pant 1 beruf g, bagi para dje
maah hadji tahen jang dituang
Kuhkan pemberangkatannja karena
Trikora dim ongkos naik hadjinja"
5323,Bintang Timur,1963-01-15,2,Tambahan uang para djemaah hadji 1962 jang tertunda keberangkatannja," masih tersimpan pada Bank Indonesia, untuk setoran ongkos naik hadji tahun 1963 hanja tinggal menambah kekurangannja sadja,","masih tersimpan pada Hunk Indone
sta, untuk setoran ongkos naik hadji
tahun 1963 hanja tinggal menambah
kekurangannja radja"
