newspaper,publishing_date,page,article_title,content,notes_id,notes_en
Duta Masjarakat,1965-08-28,2,Siapkan dirimu setjara mental,"Berkenaan dengan Hari Ulangtahun Ke-30 Kodam IV Sriwidjaja, dihari Rebo jl ... dilapangan Kambodja Palembang: Menteri Panglima Angkatan Darat Letnan Djenderal Ahmad Yani telah memerintahkan kepada para tantama, bintara, perwira; semua pradjurit TNI Angkatan Darat, supaja menjadikan diri sebagai tanaga penggerak dan pelopor didalam perdjuangan mentjapai tjita2 revolusi Indonesla. Lengkapnja perintah tsb adalah sebagai berikut.
1. Siapkan dirimu setjara mental ideologis dan setjara fisik bagi tugas revolusi di hari2 jang akan datang.
2. Latih dirimu terus menerus dan pertinggi pengetahuan hingga mntjapai kemampuan, kemahiran, dan kepandaian sampai kepuntjaknja
3. Djadilah dirimu pelopor didalam perjuangan mentjapai tjita2 revolusi Indonesia
4. Dahulukan kepentingan rakjat dan kepentingan revolusi diatas kepentingan sendiri
5. Pelihara dan pupuk terus persatuan bantuan jg .....","""..."" kata tidak jelas terbaca sehingga sulit untuk diinterpretasikan","""..."" words are not clearly legible making it difficult to interpret"
Indonesia Merdeka ,1960-04-02,1,Bupati Kepala Daerah Kotawaringin Barat dan Timur telah Dilantik,"Sebagaimana telah dikabarkan, rombongan Gubernur Kalimantan Tengah Tjilik Riwut dan Panglima Kodam Kalteng Kol Soemityoso dgn pembesar2 Militer dan Sipil telah berangkat ke Pangkalan Bun dan Sampit dari tgl 19 Maret'60 dan pada tgl 26 Maret djam 17 atau 5 sore telah tiba dgn selamat di Kota B'masin setelah melantik Bupati Sampit dan Pangkalan ...  dan melan Voman dan ... Rangkap dan melantik Komandan Komando Gerakan Operasi Makmur di Sampit dan Pangkalan Bun
Disamping itu telah mengadakan tjeramah penerangan dan penindjauan dan memberikan instruksi2 kepada pedjabat2 di tempat tsb,
Gubernur Kalteng Tjilik Riwut meneruskan perdjalanannja ke Palangka Raya tgl 27 Maret'60 djam 4 pagi dan akan tinggal disana selama 3 atau 5 hari, antara lain dalam menghadapi Hari Raya beliau berada diibukota Kal. Tengah. Disamping itu Gubernur sedang dan akan mentjiapkan susunan staf dari penguasa darurat sipil Kalteng jg nanti pada tgl 1 April akan ditimbang terimakan dgn Panglima Kodam Kalteng/Ketua Peperda Kalteng. Disamping itu menjusun pidato dan bahan2 untuk pelantikan tsb.","""..."" kata tidak jelas terbaca sehingga sulit untuk diinterpretasikan","""..."" words are not clearly legible, making it difficult to interpret"
Indonesia Merdeka ,1960-04-02,1,KASAD Djenderal Nasution: Berikan Kesempatan terachir kepada anggota2 DI & Permesta untuk kembali kepangkuan R.I. sampai batas waktu 1 Duni 1960,"DJENDERAL A.H NASUTION MEMBERIKAN KESEMPATAN TRACHIR KEPADA ANDA DI DAN PERMESTA DI SULAWESI SELATAN UNTUK KEMBALI KEPANGKUAN RI SAMPAI BATAS WAKTU TGL 1 DJUNI JANG AKAN DATANG INI KESEMPATAN TERACHIR ITU DINJATAKAN KASAD DALAM SUATU SERUAN JANG DIKELUARKAN DI DIAKARTA DAN KINI TELAH DISEBARKAN DIPERBAGAI DAERAH PEDALAMAN SEAWESI SELATAN DINJATAKAN OLEH KASAD NASUTION BAHWA PEMBERONTAKAN PERMESTA/DI TELAH MEMBAWA PENGRUSAKAN BERAT DI SULAWESI SELATAN, SEHINGGA DAERAH TSB SANGAT KETINGGALAN DAN MELARAT DIBANDING DAERAH2 LAIN DITEGASKANNJA PULA, BHW PERMESTA/DI SENDIRI JG MENIMBULKAN MALAPETAKA DAN SENGSARA ADALAH CASE SELARUSESELATAN SENDIRI DAN KARENA ITU PEMERINTAH DAN ... SEPAKAT UNTUK MENGACHIRI .... KASAD menjatakan dalam seruannia, bahwa pearsi pengumuman TNI sedang diperhebat dan di lipatgandakan Dikemukakannja bhw pemerintah dan APRI tidak menaruh balas dendam terhadap putra Sulawesi Selatan terbawa sesat oleh pemimpin Permesta/Di jg menjeleweng itu, serta akan menerima kembali dgn hati dan tangan terbuka mereka jg kembali dgn ichlas kepangkuan RI Dalam seruan itu dinjatakan ........
setempat baik setjara perseorangan maupun setjara rombongan. Demikian ... kepada seluruh rakjat dan ketua2 dewan di serukan untuk memberikan bantuan sebesar2nja kepada mereka di kepangkuan RI .. berarti pula mempertjepat kembalinja kemanan dan normalnja kehidupan masjarakat dan daerah Sulawesi Selatan. Demikian seruan amnesti KASAD Nasution.","""..."" kata tidak jelas terbaca sehingga sulit untuk diinterpretasikan","""..."" words are not clearly legible making it difficult to interpret"
Duta Masjarakat,1965-08-28,2,Drs. Frans Seda: karet Indonesia Djangan Djadi Mangsa Singapura  Lagi,"Menteri Perkebunan Drs. Frans Seda dengan tandas membantah bahwa karet Indonesia tidak akan dijadikan mangsa lagi oleh Singapura, Keterangan Menteri Perkebunan ini dikemukakan berhubung adanja berita sumber jang menjagakan karet Indonesia masuk Singapura. Dengan adanja berita tsb, maka kita harus lebih waspada lagi terhadap pernkolim jang seenaknja sadja. Dikatakan selandjutnja bahwa kita tidak dapat mengembalikan lagi situasi seperti dahulu dimana karet kita dijadikan mangsanja Singapura. maka dengan demikian kita telah mendjebol ekonomi jang lama jaitu dengan djalan membentuk 2 buah perusahaan perkebunan negara masing2 di Riau daratan dan Tandjung Pinang; sehingga sedjak bulan djuni 1964 jl sampai dengan bulan djuli 1965 jl kita telah mengekspor karet setjara langsung ke luar negeri jg meliputi isi 3000 ton karet. ....... kita sangat kuat meskipun ada pula negara lain jang akan melemahkannja dan ini dapat dibuktikan meningkatnja eksport tembakau kita di luar negeri jang mengakibatkan banjak negara2 peminat meminta tembakau kita lebih banjak dikesport. Bagiku pula hasil bumi lainnja seperti karet kepala sawir dan kopi sehingga seperti kopi kita mempunjai kwalitas jang tersendiri kalau dibandingkan dengan negara Brasilia. Seperti kita ketahui dibentuknja pasaran dunia eropa adalah pasaran jang bentuknja kapitalis kerdja sama forum supplyer dengan demikian menteri Drs. Frans Seda jang sepertinja dikatakan bahwa kwalitas jang ... oleh konsumen di pasaran eropa kita akan djebol jitu kwalitas ditentuan oleh produsen  .......","""..."" kata tidak jelas terbaca sehingga sulit untuk diinterpretasikan","""..."" words are illegible making them difficult to interpret"
Duta Masjarakat,1965-08-28,2,Induk Karangan: Membangun Kebudajaan,"Semua seniman, tak terketjualinja, patutlah ... dan melaksanakan andjuran presiden Sukarno jang diantjangkan kemarin malam didepan KSSR, bahwa harus dibangun kebudajaan rakyat Indonesia jang sedjati dan tinggi nilai kebudajaannja, berhubung tudjuan hidup kita adalah memiliki keindahan spritual dan material. Di dalam soal membangun kebudajaan ini, ketetapan MPRS telah menjediakan pegangan jang harus disambut. Didalam lampiran A ada tertulis tudjuan pembangunan kebudajaan, mental; agama dan kerochanian; dalam tahap pertama ini adalah menggerakkan massa. Rakjat guna melantjarkan realiansi sosialisme Indonesia. kemudian, ketetapan masdjlis tertinggi jgn menundjukkan lagi bahwa kebudajaan jang meliputi kerochanian dan kedjasmanian harus berdasarkan pantjasila menudju masjarakat sosialis Indonesia. untuk lebih lengkapnja lagi, ketetapan itu memerintahkan untuk melindungi kebudajaan nasional terhadap pengaruh kebudajaan asing jang merusak kepribadian Indonesia. Tinggal sekarang, bagaimana membangun kebudajaan .. petundjuk itu, diatas petundjuk presiden Sukarno. ak perlulah diperdebatkan lagi, misalnja, apa itu kepribadian Indonesia, diatas mana kebudajaan harus berdiri. Sebab, tak lain dan tak bukan, Pantjasila itulah. Tak mungkin kita berbuat baik didalam pembangunan kebudajaan, tanpa berpidjak diatas pantjasila itu. Bidjak diatas Pantjasila dan berbuat menurut petundjuknja tidaklah lain daripada berkebudajaan jang berfihak kepada kebenaran kepada amanat penderitaan rakjat kepada kemerdekaan, kepada terbebasnja manusia dari pintu pada kemerdekaan, kepada terbebasnja manusia dari pintu kepada apa jang diperintahkan Tuhan kepada kita.","""..."" kata tidak jelas terbaca sehingga sulit untuk diinterpretasikan","""..."" words are not clearly legible making it difficult to interpret"
Duta Masjarakat,1965-08-28,2,Tanda Baik ,"PERUNDINGAN di Djeddah selama tiga hari antara presiden Nasser dan radja Falsal tampaknja tidak ada. Ditjapai kata sepakat, Saudi Arabia akan menghentikan segala operasi militernja terhadap Jaman dan tidak menggunakan lagi gerinja untuk kegiatan2 merongrong Jaman, Difihak lain Nasser pun setudju menarik pasukantja dari Jaman setjara berangsur2 dalam tempo 10 bulan. Biarpun tempo jang tjukup pandjang, namun pokoknja penarikan pasukan.
Ini satu petundjuk jang djelas, bagaimana mentjampuri urusan negeri orang merupakan tindakan jang .... Tak peduli betapapun tersinggungnja kalbu Saudi Arabia terhadap tergulingnja regim lama di Jaman, namun sedjarah bukanlah bola gelinding jang bisa ditahan sekehendak hati. Dan tak peduli betapapun dalamnja rasa solidaritas Kairo terhadap regim baru di Jaman, namun pada suatu saat orang2 Jaman sendirilah jang paling berhak menentukan nasibnja sendiri, dan pasukan Kairo harus ditarik mundur.
Bukan main djadinja ketegangan antara Kairo dan Biadh akibat pergolakan dalam negeri Jaman. Dan keadaan ini tentu sadja tidak membawa keuntungan siapapun, termasuk orang2 Jaman sendiri. Belum lagi pengaruhnja jang buruk terhadap keakuran Arab setjara keseluruhan, jang senantiasa menderita kesulitan dan susah pajah; terpelanting kian kemari, oleh pergolakan diantara sesama Arab sendiri. Karuan sadja; sebagaimana biasanja; fihak luar mendjengukkan kepalanja kesana, dan mengambil keuntungan jang tidak sedikit dari kekeruhan itu.
Maka dari itu, tak peduli betapa sedikitpun kelihatan gedjala2 mendjadi akurnja mereka, patutlah dianggap tanda balk. Buat kepentingan A.A, keakuran selalu lebih mulia daripada tjektjok,","""..."" kata tidak jelas terbaca sehingga sulit untuk diinterpretasikan","""..."" unclear words are unreadable making them difficult to interpret"
Duta Masjarakat,1965-08-28,2,"Keluarnja SIngapura dari ""M' Hanja Move Litjik Nekolim","Plt. Kepala Perwakilan Pemerintahan Revolusioner NKRI di Djakarta, Moh, Jaja Abbas, menjatakan bahwa keluarnja Siggapura dari projek ""Malaysia"", adalah sebagai ... dari pihak imperialis Inggeris sadja dan ... untuk menghadapi perlawanan Rakjat dari dalam negeri Singapura sendiri dan konfrontasi dari Republik Indonesia jang telah membikin kewalahan projek nekolim Malaysia. Bagi kita, kata Jais, keluarnja Singapura dari Malaysia"" itu, merupakan suatu bukti konkrit bahwa apa jang di katakan oleh Lee Kuan Yew mengenai referendum di Singapura dalam tahun 1962 adalah palsu dan manipulasi semata2 untuk mengelabuhi mata dunia bahwa Rakjat Singapura seolah2 setudju kepada federasi Malaysia"". Ditegaskan, bahwa keluarnja Singapura dari ""Malaysia itu adalah djelas suatu move baru dari pihak Nekolim, karena keluarnja Singapura sekarang ini dari federasi paksaan itu tidak didasarkan pula asas kemampuan Rakjat; tapi hanja atas keputusan Lee Kuan Yew dan Tengku Abdul Rachman di Kuala Lumpur ?
Dengan demikian Lee Kuan Yew berharap pula, agar dapat dipulihkannja kembali hubungan politik dan perdagangan dengan Indonesia dan dapat dinikmatinja lagi oleh kaum modal di Singapura hasil2 ke bab, kata Jais, konfrontasi Indonesia, terutama dibidang ekonomi/perdagangan betul2 telah dirasakan sekali akibatnja oleh Malaysia"", chususnja oleh Singapura, sehingga puluh2 ribu kaum buruh lantar tidak bekerdja dan pedagang2 mendjadi bangkrut.
Dinjatakan oleh Jaja, ... bagi Inggeris dan ... Tengku Abdul Rachman kegagalan dan kehantjuran Malaysia"" pasti terdjadi tidak akan dapat mengelukannja lagi, akibat ... Rakjat jang progresif revolusioner didalam negeri itu sendri, ditambah dengan komfrontasi jang aktif dan menentu.kan dari pihak Indonesia.","""..."" kata tidak jelas terbaca sehingga sulit untuk diinterpretasikan","""..."" words are illegible, making them difficult to interpret."
Duta Masjarakat,1965-08-28,2,"Saksi anton Buka Rahasia ""Kong-Kalingkong""","Perwara Norrais Tan Eng Kham SH makin menarik perhatian para Hakim dan Djaksa dalam sidang Pengadilan Negeri Bandung Rabu pagi, setelah saksi Anton Roestono ... praktek kongkalikong ... tersebut,
Anton Roestono, pegawai Notaris Tan Eng Kham, menegakkan dalam sidang itu, bahwa ia pernah diberitahu oleh Tan Eng Kham SH dan la mendjadi saksi tentang penghibahan"" harta kekajaan milik nona Mary Lucy Trall kepada anak angkatnja""; Prof. Dr. Njoo Hong Hwis; Saksi Anton mendjelaskan, bahwa setelah akte itu selesai ditik, la tidak pernah membatjanna, tapi tjuma menekan sadja, sehingga isi dan maksud akte tersebut, tidak dimengetinja, Dikatakannja pula, bahwa sebelum pembuatan akte penghibahan"" itu; tampak Prof. Dr Njoo dan nona. Mary Lucy Trall datang ke Kantor Notaris Tan Eng Kham, Pada lazimnja jang datang tjuma sepihak, demikian Anton.
Mendengar keterangan saksi Anton, terdakwa Notaris Tan Eng Kham SH mengatjungkan telunjuknja dan mengatakan kepada Hakim, bahwa la merasa berkeberatan terhadap keterangan saksi itu. Tung Liơng Theo SH seorang pangatjara di Bandung sebagai saksi antara lain mengemukakakn bahwa ia ikut tjampur dalam soal ... Penolong""; hanja ingin memperbaiki nasib Nona Trall (64 tahun) jang menderita rochaniah maupun badaniah. Saksi lain, kurdi Sutiarno mengaku pernah mengulik akte penghibahan itu karena ia selaku pekerdja dikanto notaris tersebut. Atas pertanjaan Hakim Ketua Roesdi Sh, namun saksi menerangkan bahwa .. tidak tahu tentang isi surat ..., jang seolah2 dibikin oleh Tan Eng Kham SH. Karena pengadilan .. saksi2 ahli jang terdiri atas petugas Departemen Kedjaksaan dan Departemen angkatan Kepolisian .... Seperti telah dikabarkan Notaris Tan Eng Kham SH itu dihadaptkan ke Pengadilan atas tuduhan telah  melakukan pemerasan dengan ... surat kaleng jang ditudjukan kepada Prof. Dr. Njoo Heng Hwie","""..."" kata tidak jelas terbaca sehingga sulit untuk diinterpretasikan","""..."" words are not clearly readable, making them difficult to interpret"
Duta Masjarakat,1965-08-28,2,Mereka- (sambungan),"Tapi pada saat hendak mejampaikan petisi itu telah timbul kakatjauan diantara ke tiga orang tersebut dan perkelahian terdjadi diantara mereka disebabkan adanja Perselisihan Pendapat mengenai tjara2 mereka hendak menjampaikan petisi itu
Mula2 seorang diantara ketiga orang itu madju kedepan dengan membawa bendera besar (bendera Papua) seorang lagi memegang sebuah bambu runtjing jang diberi bendera jang sama dalam bentuk ketjil. Tapi karena pemuda jg memikul tiang bendera jang oleh dua orang kawannja jang mencoba menahannja. Serentetan dua orang ini berhasil menagngkap kawannja jang membawa bendera besar itu timbullah perkelahian diantara mereka sendiri di tengah-tengah djalan.
Demikian hebat parkelahian dua orang lawan satu orang itu, sehingga polisi Belanda jg telah datang dengan beberapa mobil untuk mendjaga keamanan disekitar gedung KBRI itu terpaksa ikut tjampur untuk menentramkan mereka itu
Achirnja ketiga orang menentang serta melawan terhadap polisi Belanda itu. Diantara ... Indonesia jg berada di sekitar kedjadian itu untuk membuat foto, terlibat dalam perkelahian itu djuga karena dalam pada itu datang beberapa orang kala lagi dari pihak demonstran2. Peristiwa sama jang terdjadi di depan gedung kedutaan besar Australia jang letaknja berdekatan dengan gedung kedutaan besar RI mendapat perhatian djuga dari beberapa orang pegawai kedutaan besar itu. Dua orang pegawai kedutaan australia jang sedang berdiri melihat2 dihalamannja .. pukulan dari .. pengikut demonstran dan dindjauan jang .. pada mereka itu lawan kembali sehingga pegawai2 kedutaan besar Australia itu terlibat djuga dalam perkelahian tersebut. Setelah gunanja agak .. sebagai hasil tindakan tangkas dari pihak polisi Beland; maka petisi jang ........ kan oleh dua orang pemuda pria jang didampingi oleh seorang polisi. Nona Suwae lari kembali ke kelompoknja setelah melihat perkelahian2 itu tadi. Petisi di masukkan kedalam sebuah kotak pos jang terletak pada pagar halaman dari Kedutaan Besar RI karena Dubes Sudjarwo tidak mau menerima petisi tersebut.
Menurut keterangan DA Kerreway, salah satu diantara dua orang jang membawa petisi itu; kepada pers ialah bahwa Inisiatip untuk adakan demonstrasi jang timbul beberapa hari jang lampau setelah dikefahui dari pers Belanda tentang berita pemberontakan' di Irian Barat jang telah ditindas oleh TNI.","""..."" kata tidak jelas terbaca sehingga sulit untuk diinterpretasikan","""..."" words are illegible making it difficult to interpret"
Duta Masjarakat,1963-09-15,2,Kepribadiaan Pudjangga2 Kuno,"Para pudjangga dan pengorogt tjerita2 kuno jang tidak dapat kita kenal namaanja itu adalah para tjendekiawan jang hidup mengabdikan dirinja kepada negara (keradjaán) dan kepada kepertjajaan (agama) serta kemanusiaan Djadi hasil karyanja betul2 merupakan pentjurahan djiwanja jang murni dan tidak didorong oleh pamrih materi. Mentjiptakan sesuatu pada djaman2 itu adalah kebaktian kepada Negara dan kepada Tuhan atau untuk kemanusiaan. Maka dari itulah tjerita2 kuno tersebut mempunjai tjahaja jang tak kundjung Padam baru jang pembuatannja sering Lain halnja dengan tierita2 didjiwaj oleh maksud tertentu, misalnja untuk mentjari uang, memperoleh kemasjhuran oleh pengarangnja, atau dengan latar bejakang politik dan lain2, Djadi buah karya baru ini tidak semanja murni sifatnja. Para pudjangna djaman kuno masih terlalu sempit pandanganja tentang masalah kebudajaan dunia ini. Sebaliknja mereka terikat kuat hanja kepada lingkungan kepribadian banga adat dan kepertjajannja sendiri, belum ada perhubungan dengan bangsa lain, belum banjak dikagumi matjam2 bahasa dan lain2. tetapi djustru karena itulah kepribadiannja masih sangat dielas, tak ada unsur2 imitasi dan kegado2an. Mengapa tjerita2...  Di masa kita sekarang oleh karena sudah amat banjaknja perpustakaan dan hasil2 sastera jang berbentuk, buku2, tjerita2 radio dll. Orang tidak sempat lagi mempeldjarinja setjarra mendalam. Tambahan pula, waktunja memang tidak ada , karena manusia djaman modern mempunjai pekerdjaan jang teramat banjak jang mengisi hidupnja.","""..."" tidak dapat dibaca dengan jelas sehingga susah untuk diinterpretasikan","""..."" cannot be read clearly so it is difficult to interpret"
Duta Masjarakat,1965-02-18,1,Sidang MU-PBB Lumpuh,"Sidang madjelis umum PBB 1 saling tak keruan telah diharapkan akan berachir dengan kegagalan pada hari Selasa kemarin, dalam ke ... lumpuh akibat krisis keuangan dan konstitusional,
Sumber2 diplomatik Rt menjatakan hari Senin, semua golongan setudju bahwa sidang MU ke sidang baru lewat ini dengan agen hanja jang mempunjal 92 pasal, sepenuhnja gagal menghasilkan apa2.
Permulaan jang segar harus diambilkan dalam bulan September apabila sidang selandjutnja diadakan lagi, sedang sementara itu perundingan2 Jang intesif perlu diadakan utk menjelesaikan berbagai krisis berat jang menimpa PBB.
Dalam waktu 11 pekan sejak sidang dibuka tgl 1 Desember tahun tidak satu persoalan berat dapat diselesaikan oleh madjelis, karena untuk menghindari konfrontasi antara beberapa negara besar AS Uni Sovjet, Perantjis dll berhubung dengan masalah keuangan, madjelis pada permulaan sudah memutuskan untuk mengadakan momentum atas pemungutan suara","""..."" tidak dapat diinterpretasi karena katanya hilang","""..."" cannot be interpreted because the words are missing"
Kedaulatan Rakjat,1954-11-23,1,Putusan konperensi masjumi wilajah: kabint supaja kembalikan mandat demi utk perkembangan negara sebagai negara hukum,"KONFERENSI Masjumi Wilajah Jogjakarta jang diadakan pada tgl 20 d 21 Nopember 1954 bersamaan dengan tgi. 24 sd 25 Rabiul Awwal 1374 H. bertempat di Balai Istirahat Kolapradja Ngesti Laras Kaliurang jang dikundjungi selain Pimpinan Masjumi Wilajah Jogjakarta dan Tjabang: winruh daerah Istimewa Jogjakarta, djuga oleh organisasi anggauta Otonom jaitu STIL. SELL, Muslimat, dan Madjelis Sjuro telah mengambil beberapa keputusan2 ......","""..."" tulisan tidak dapat dibaca jelas sehingga sulit untuk diintrepretasikan","""..."" writing is not clearly legible so it is difficult to interpret"
Kedaulatan Rakjat,1954-11-23,1,P.M Ali Sastroadmidjojo; usaha pembangunan perlu politik jang stabiel rakjat masih diombang ambingkan konp afro/asia tg 28 desember,"BERHUBUNG dengan selesainja usaha memperbaiki kabinet. maka tadi malam P.M. Ali Sastroamidjojo mengadakan pidato-radio jang pokoknja adalah sbb.:
Sedjak beberapa minggu jang lalu kita mengalami heboh politik jang mengantjam kedudukan kabinet. Sebagai Sdr. ketahui tudjuan sehebonan itu, ialah untuk menimbulkan krisis kabinet dari dalam, artinja pembubaran kabinet karena sikap atau tindakan salah satu partai pemerintah sendiri. Kesulitan jang kami hadapi itu sekarang sudah dapat diatasi. Kabinet tidak krisis, tidak djatuh dan pemerintan berdjalan terus seperti mass intuk melandjutkan tugasnja mendjalankan program politik pemerintah jang dalam butan Agustus 53 sudah disjahkan oleh DPR
Demikian itu dapat tertjapai berkat kebijaksanaan partai2 pendukung pemerintah didalam pantia pertukaran tsb.Demikiann Ali, selandjutnja dikatakan bahwa kerdjasama dalam panitya itu demikian rupa seningga .............  Mengenai politik dalam negeri demikian seterusnja, saja ingin minta perhatian dari saudara2 sekalian terhadap suatu hal jang amat penting sekali bagi bangsa dan negara kita jaitu penjelenggaraan pemilihan umum
Sudah sering kali hal ini saja kemukakan pada chaiajak ramai tetap saja rasa perlu sekali hal sepenting ini diulangi agar kesedaran kita akan hal ini menjadi lebih kuat.
rakjat masih diombang-ambingkan.
Sering sudah saja katakan bahwa pemilihan umarm itu ialah satu2nja djalan demokrasi jang dapat mendatangkan kita pada ketenteraman dan keterangan politik dinegara kita ini. politik jang stabiel adalah sjarat bagi usaha pembangunan jang sungguh, keadaan politik didalam masjarakat kita masih dana dari tenang. rakjat masih diombang-ambingkan didalam kegelisahan jang disebabkan karena pertentangan2 poittik ...... ketahui tentang konp. Afro Asia. itu Indonesilah jang mengambil Inisiatief, ketika bulan April 54 di Colombo diadakan konperensi para PM dari Saılan, Birma, India, Pakistan dan Indonesia
Inisiatiet Indonesia itu mendapat sambutan baik dari keb njakan negara di Afrika dan Asia. Ternjata pula, bahwa konperensi Afro Asia itu mendapat perhatian besar dari negara2 lainnja baik dari Barat maupun darı Timur
Pada tgl. 25 Desember jad ke 5 orang PM jang dulu bertemu di Colombo akan bertemu lagi di Bogor didalam pembitjaraan informeel tentang masalah pelaksanaan selandjutnja konp. Afro Asia.
Buat pertama kali ini didalam sedjarah bangsa kita 4 orang PM dari negara sahabat dan tetangga kita akan berkumpul lengan PM RI. dan merundingkan tentang usaha2 construktip dilapang internasional jg mungkin dapat mendjadi sumbangsih jang berarti bagi perdamaian dunia Inisiatief dan usaha Indonesia itu dapat sambutan itu baik dan dapat berlangsung dgn lantjar karena pemerintah dan rakjat ada dibelakangnja.","""..."" tulisan tidak dapat dibaca jelas sehingga sulit untuk diintrepretasikan","""..."" the writing cannot be read clearly, making it difficult to interpret."
Duta Masjarakat,1965-02-18,1,Satelit Bersajap Pegasus AS Masuk Orbit,"AS pada hari Selasa berhasil dengan menggunakan roket raksasa djenis ""Saturn"" untuk memasukkan dalam orbit keliling bumi satelit pegasus jang bersajap dan jang beratnja 1.425 kg. Diperoleh keterangan bahwa sajap itu baru terbentang sebelah satelit tsb, masuk orbitnja dan bahwa satelit itu telah diluntjurkan dari Cape Kennedy bagian Florida. Menurut ... satelit pegasus jang tak beranak buah akan dikirim kembali ke bumi setelah tjukup mengumpulan bahan keterangan mengenai kemungkinan2 benturan dengan meteorit2 ketjil, jang meluntjur di ruang angkasa luar dengan berketjepata 20 sampai 196 ribu mili sedjam. Keterangan2 tsb diperlukan bertalian dengan rentjana AS mengirim ke ruang angkasa luar, AFP selandjutnja mewartakan bahwa satelit tsb ","""..."" tulisan tidak terbaca jelas sehingga sulit untuk diinterpretasi. ""20 sampai 196 ribu"" merupakan intrepretasi sendiri","""..."" the writing is not clearly legible, making it difficult to interpret. ""20 sampai 196 ribu"" is a personal interpretation."
Kedaulatan Rakjat,1952-04-21,3,Lebih satu djuta buruh Djepang mogok sebagai protes undang2 anti subversif,"Lebih dari satu djuta buruh Djepang pada hari Djum'at jl mengadakan pemogokan sebagai protes terhadap rentjana undang2 pemerintah untuk melawan tindakan subversif, jang oleh pemimpin2 buruh dianggap akan membatasi pertumbuhan serikat2 buruh di Djepang.

Hampir semua industri penting di Djepang terkena oleh pemogokan itu jang dilakukan oleh 12 serikat buruh, sedang 2.316.000 buruh lainnja memberi sokongan moril terhadap pemogokan itu dengan djalan mengadakan rapat2 protes dan menghentikan pekerdjaan2 mereka untuk sementara.

Sebagaimana dikabarkan, Federasi Utama Serikat2 Buruh Djepang telah memprotes terhadap rentjana2 undang2 itu jang pada waktu ini akan diadjukan kepada parlemen, dan jang djika nanti diterima akan memberi kekuasaan kepada pemerintah untuk menindas gerakan2 subversif. Menurut pendapat serikat2 buruh undang2 itu nantinja akan membawa akibat tindakan2 jang tidak semestinja oleh pihak polisi, dan akan mengganggu pertumbuhan normal serikat2 buruh Djepang.

Pada hari Sabtu jang lalu pemogokan protes serupa itu telah diadakan pula, tetapi tidak berdjalan menurut rentjana karena kaum buruh tambang tidak djadi membantu. Pada hari Djum'atnja semua buruh tambang ikut serta dalam pemogokan umum.

Maksud pemerintah tak berobah.
Menteri Perburuhan Djepang, Fichi Yoshitake, sementara itu menerangkan kepada pers bahwa pemogokan2 di Djepang pada hari Djum'at jang diikuti oleh lebih dari 1 djuta buruh tidak akan mempengaruhi sudut pemerintah untuk mengadjukan rentjana undang2 perburuhan kepada parlemen.

Ia menambahkan, bahwa pemogokan2 itu tidak mempunjai akibat2 jang besar terhadap penghidupan sehari-hari rakjat Djepang.

Walaupun keterangan Menteri Perburuhan itu demikian, hampir tiga djuta orang pada hari Djum'at pagi ternjata tidak dapat pergi ke pekerdjaan2 mereka oleh karena pemogokan2.
","""2.316.000 "" menurut interpetasi pribadi karena tulisan tintanya sedikit menghilang.","""2.316.000 "" based on personal interpretation because the ink writing is slightly fading."
